id,key,ref_id,language,text
526,temps,8,bz,MIRAÑ ISTORIOÙ
527,temps,9,bz,HEULIAD NIVEREL
528,temps,10,bz, SOLIAD PROBLEM
529,temps,11,bz,FONOLOJIEZH
530,temps,1,de,Zeit 1
531,temps,2,de,Zeit 2
532,temps,3,de,Zeit 3
533,temps,4,de,FARBEN
534,temps,5,de,ERKENNUNG DES VORNAMENS
535,temps,6,de,RÄUMLICHE UND TOPOLOGISCHE ORIENTIERUNG
536,temps,7,de,KATEGORISIERUNG
537,temps,8,de,GESCHICHTENERINNERUNG
538,temps,9,de,ZAHLENFOLGE
539,temps,10,de,PROBLEMLÖSUNG
540,temps,11,de,PHONOLOGIE
